"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","zip.code","residential.units","commercial.units","total.units","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price","gross.square.feet","land.square.feet","furnished.at.time.of.sale","year_group"
"3375",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",339,122,NA,"B1"," 294A SACKETT STREET                       ",11231,2,0,2,2013,1," B1 ","8/19/15",4550000,3689,1641,1,"> 1979"
"3376",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",371,10,NA,"B1"," 489 CLINTON STREET                        ",11231,2,0,2,1899,1," B1 ","3/5/15",1850000,2016,1100,0,"< 1940"
"3377",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",376,34,NA,"B9"," 546 CLINTON STREET                        ",11231,2,0,2,1899,1," B9 ","4/28/15",1750000,1995,1710,0,"< 1940"
"3378",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",377,46,NA,"B9"," 155 NELSON STREET                         ",11231,2,0,2,1901,1," B9 ","12/1/15",2125000,2016,1650,0,"< 1940"
"3379",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",377,53,NA,"B9"," 145 NELSON STREET                         ",11231,2,0,2,1901,1," B9 ","5/4/15",2650000,2020,1667,0,"< 1940"
"3380",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",381,33,NA,"B1"," 532 COURT STREET                          ",11231,2,0,2,1901,1," B1 ","5/21/15",2150000,2394,1560,0,"< 1940"
"3381",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",408,25,NA,"B1"," 38 BUTLER STREET                          ",11231,2,0,2,1901,1," B1 ","5/28/15",2825000,3000,2500,0,"< 1940"
"3382",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",409,2,NA,"S2"," 237-239 SMITH STREET                      ",11231,2,1,3,2003,1," S2 ","7/29/15",435000,6480,2400,0,"> 1979"
"3383",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",409,52,NA,"B9"," 93 DOUGLASS STREET                        ",11231,2,0,2,1901,1," B9 ","5/7/15",9e+05,1680,2000,1,"< 1940"
"3384",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",414,8,NA,"S2"," 289 COURT STREET                          ",11231,2,1,3,1931,1," S2 ","12/21/15",3650000,2100,1552,0,"< 1940"
"3385",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",450,34,NA,"B3"," 298 CARROLL STREET                        ",11231,2,0,2,1899,1," B3 ","6/30/15",2850000,2280,1842,0,"< 1940"
"3386",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",450,65,NA,"B3"," 17 2ND STREET                             ",11231,2,0,2,1899,1," B3 ","9/3/15",1900000,2025,1496,0,"< 1940"
"3387",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",460,13,NA,"B3"," 28 2 STREET                               ",11231,2,0,2,1901,1," B3 ","2/26/15",3e+06,2280,1800,0,"< 1940"
"3388",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",472,22,NA,"B1"," 10 DENNETT PLACE                          ",11231,2,0,2,1899,1," B1 ","6/25/15",1500000,1512,881,0,"< 1940"
"3389",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",474,39,NA,"B9"," 201 HUNTINGTON STREET                     ",11231,2,0,2,1899,1," B9 ","6/24/15",1800000,2220,2000,1,"< 1940"
"3390",3,"CARROLL GARDENS          ","02  TWO FAMILY DWELLINGS","1",474,44,NA,"B9"," 191 HUNTINGTON STREET                     ",11231,2,0,2,1899,1," B9 ","12/22/15",2999000,2220,2008,0,"< 1940"
"3391",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1889,67,NA,"B3"," 126 WASHINGTON AVENUE                     ",11205,2,0,2,1901,1," B3 ","9/8/15",1005000,1440,1667,0,"< 1940"
"3392",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1890,69,NA,"B3"," 114 HALL STREET                           ",11205,2,0,2,1901,1," B3 ","11/2/15",1500000,1632,1600,0,"< 1940"
"3393",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1891,75,NA,"B3"," 130 RYERSON STREET                        ",11205,2,0,2,1901,1," B3 ","5/27/15",1390000,2100,2000,1,"< 1940"
"3394",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1904,47,NA,"B3"," 186 HALL STREET                           ",11205,2,0,2,1920,1," B3 ","6/24/15",1300000,2666,1667,0,"< 1940"
"3395",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1915,1,NA,"B1"," 279 VANDERBILT AVENUE                     ",11205,2,0,2,1901,1," B1 ","10/13/15",2300000,3240,1350,0,"< 1940"
"3396",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1943,43,NA,"B9"," 103 GREENE AVENUE                         ",11238,2,0,2,1899,1," B9 ","6/1/15",2950000,3360,1363,1,"< 1940"
"3397",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1952,10,NA,"B3"," 66 CLIFTON PLACE                          ",11238,2,0,2,1899,1," B3 ","11/20/15",2699000,2700,1800,0,"< 1940"
"3398",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1962,87,NA,"B9"," 63 GATES AVENUE                           ",11238,2,0,2,1900,1," B9 ","2/11/15",2330000,3200,1280,0,"< 1940"
"3399",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1964,5,NA,"B1"," 141 ST. JAMES PLACE                       ",11238,2,0,2,1899,1," B1 ","7/16/15",2400000,3408,2000,0,"< 1940"
"3400",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1965,8,NA,"B1"," 53 CAMBRIDGE PLACE                        ",11238,2,0,2,1899,1," B1 ","7/23/15",3025000,3464,2200,1,"< 1940"
"3401",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1966,9,NA,"S2"," 224 GREENE AVENUE                         ",11238,2,1,3,1930,1," S2 ","12/3/15",2950000,3044,1567,0,"< 1940"
"3402",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1972,46,NA,"B3"," 171 GATES AVE                             ",11238,2,0,2,1899,1," B3 ","2/20/15",1650000,2364,2222,0,"< 1940"
"3403",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1979,135,NA,"B9"," 210 ST JAMES PLACE                        ",11238,2,0,2,1899,1," B9 ","7/30/15",2500000,3432,1675,1,"< 1940"
"3404",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1981,56,NA,"B3"," 422 GRAND AVENUE                          ",11238,2,0,2,1899,1," B3 ","3/25/15",2500000,3200,2000,1,"< 1940"
"3405",3,"CLINTON HILL             ","02  TWO FAMILY DWELLINGS","1",1982,22,NA,"B3"," 395 GRAND AVENUE                          ",11238,2,0,2,1901,1," B3 ","2/3/15",3050000,3600,2030,0,"< 1940"
"3406",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",292,15,NA,"B9"," 172 PACIFIC STREET                        ",11201,2,0,2,1899,1," B9 ","5/1/15",6250000,4700,2500,1,"< 1940"
"3407",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",306,33,NA,"B9"," 197 BALTIC STREET                         ",11201,2,0,2,1899,1," B9 ","7/9/15",3850000,3420,1967,0,"< 1940"
"3408",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",307,27,NA,"S2"," 212 COURT STREET                          ",11201,2,1,3,1931,1," S2 ","6/18/15",5500000,3036,2152,0,"< 1940"
"3409",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",310,15,NA,"B1"," 148 BALTIC STREET                         ",11201,2,0,2,1899,1," B1 ","9/18/15",5548000,3200,1800,0,"< 1940"
"3410",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",323,22,NA,"B9"," 453 HENRY ST                              ",11231,2,0,2,1899,1," B9 ","5/21/15",2600000,2950,1650,0,"< 1940"
"3411",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",323,36,NA,"B1"," 164 KANE STREET                           ",11231,2,0,2,2015,1," B1 ","7/17/15",6873187,4876,2288,0,"> 1979"
"3412",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",323,37,NA,"A5"," 2A STRONG PLACE                           ",11231,1,0,1,2015,1," B1 ","4/20/15",4327562,3770,1742,0,"> 1979"
"3413",3,"COBBLE HILL              ","02  TWO FAMILY DWELLINGS","1",333,41,NA,"B9"," 293 SACKETT STREET                        ",11231,2,0,2,1899,1," B9 ","4/24/15",2850000,2400,1000,1,"< 1940"
"3414",3,"COBBLE HILL-WEST         ","02  TWO FAMILY DWELLINGS","1",319,2,NA,"S2"," 183 COLUMBIA STREET                       ",11231,2,1,3,1931,1," S2 ","4/9/15",720000,2679,1787,0,"< 1940"
"3415",3,"COBBLE HILL-WEST         ","02  TWO FAMILY DWELLINGS","1",353,46,NA,"B9"," 85A SUMMIT STREET                         ",11231,2,0,2,1901,1," B9 ","2/10/15",9e+05,3000,1633,0,"< 1940"
"3416",3,"COBBLE HILL-WEST         ","02  TWO FAMILY DWELLINGS","1",358,19,NA,"B9"," 104 SUMMIT STREET                         ",11231,2,0,2,1899,1," B9 ","12/22/15",1350000,2160,2000,0,"< 1940"
"3417",3,"CONEY ISLAND             ","02  TWO FAMILY DWELLINGS","1",7010,6,NA,"B1"," 2916 NEPTUNE AVENUE                       ",11224,2,0,2,1960,1," B1 ","8/6/15",350000,1560,2000,0,"1940 - 1979"
"3418",3,"CONEY ISLAND             ","02  TWO FAMILY DWELLINGS","1",7010,7,NA,"B1"," 2912 NEPTUNE AVE                          ",11224,2,0,2,1960,1," B1 ","12/16/15",450000,1760,2000,1,"1940 - 1979"
"3419",3,"CONEY ISLAND             ","02  TWO FAMILY DWELLINGS","1",7011,46,NA,"S2"," 2807 MERMAID AVENUE                       ",11224,2,1,3,1931,1," S2 ","10/28/15",6e+05,3541,1967,1,"< 1940"
"3420",3,"CONEY ISLAND             ","02  TWO FAMILY DWELLINGS","1",7247,67,NA,"S2"," 2707 STILLWELL AVENUE                     ",11224,2,1,3,1910,1," S2 ","11/6/15",1650000,3098,7020,0,"< 1940"
"3421",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1134,51,NA,"B3"," 586 FRANKLIN AVENUE                       ",11238,2,0,2,1910,1," B3 ","7/27/15",1350000,3200,1600,1,"< 1940"
"3422",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1149,57,NA,"S2"," 648 FRANKLIN AVENUE                       ",11238,2,1,3,1930,1," S2 ","2/23/15",575000,3300,1800,0,"< 1940"
"3423",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1154,9,NA,"S2"," 667 WASHINGTON AVENUE                     ",11238,2,1,3,1930,1," S2 ","6/16/15",1400000,2904,1212,1,"< 1940"
"3424",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1155,5,NA,"S2"," 621 GRAND AVENUE                          ",11238,2,1,3,1930,1," S2 ","4/9/15",750000,2304,880,0,"< 1940"
"3425",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1155,37,NA,"B1"," 428A ST MARKS AVENUE                      ",11238,2,0,2,1915,1," B1 ","2/19/15",1370000,1848,2409,0,"< 1940"
"3426",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1156,58,NA,"S2"," 678 FRANKLIN AVENUE                       ",11238,2,1,3,1930,1," S2 ","11/24/15",1527500,2886,1400,0,"< 1940"
"3427",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1174,4,NA,"S2"," 767 WASHINGTON AVENUE                     ",11238,2,1,3,1915,1," S2 ","2/24/15",840000,2592,2088,1,"< 1940"
"3428",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1178,34,NA,"B9"," 606 ST JOHNS PLACE                        ",11238,2,0,2,1901,1," B9 ","7/15/15",175000,2349,2314,0,"< 1940"
"3429",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1202,50,NA,"B9"," 1425 PACIFIC STREET                       ",11216,2,0,2,1915,1," B9 ","7/20/15",825000,2688,1667,0,"< 1940"
"3430",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1209,54,NA,"B1"," 1397 DEAN STREET                          ",11216,2,0,2,1915,1," B1 ","11/23/15",1300000,3840,2148,1,"< 1940"
"3431",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1210,55,NA,"B3"," 1467 DEAN ST                              ",11213,2,0,2,1899,1," B3 ","2/19/15",420000,3400,2251,0,"< 1940"
"3432",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1211,67,NA,"B9"," 979 BERGEN STREET                         ",11216,2,0,2,1915,1," B9 ","12/18/15",1250000,2920,2200,1,"< 1940"
"3433",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1212,14,NA,"B3"," 1136 DEAN STREET                          ",11216,2,0,2,1915,1," B3 ","3/31/15",1520000,4000,2288,0,"< 1940"
"3434",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1214,63,NA,"B1"," 1205 BERGEN STREET                        ",11213,2,0,2,1899,1," B1 ","7/24/15",1250000,3080,1786,0,"< 1940"
"3435",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1215,59,NA,"B3"," 1283 BERGEN STREET                        ",11213,2,0,2,1899,1," B3 ","12/4/15",1350000,3000,2288,0,"< 1940"
"3436",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1215,59,NA,"B3"," 1283 BERGEN STREET                        ",11213,2,0,2,1899,1," B3 ","7/28/15",1050000,3000,2288,0,"< 1940"
"3437",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1224,61,NA,"B9"," 659 PROSPECT PLACE                        ",11216,2,0,2,1899,1," B9 ","6/24/15",1565000,2706,1748,0,"< 1940"
"3438",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1227,73,NA,"B3"," 815 PROSPECT PLACE                        ",11216,2,0,2,1910,1," B3 ","7/23/15",1300000,3780,3140,1,"< 1940"
"3439",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1230,11,NA,"B3"," 926 ST. MARKS AVENUE                      ",11213,2,0,2,1901,1," B3 ","6/22/15",1700000,4008,2100,0,"< 1940"
"3440",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1230,13,NA,"B3"," 930 ST MARKS AVENUE                       ",11213,2,0,2,1901,1," B3 ","3/3/15",995000,4008,2200,0,"< 1940"
"3441",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1230,159,NA,"B9"," 1087 PROSPECT PLACE                       ",11213,2,0,2,1901,1," B9 ","6/16/15",1310000,3600,2012,0,"< 1940"
"3442",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1231,58,NA,"B3"," 703 PARK PLACE                            ",11216,2,0,2,1901,1," B3 ","9/1/15",984000,3798,2620,1,"< 1940"
"3443",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1231,67,NA,"B1"," 683 PARK PLACE                            ",11216,2,0,2,1901,1," B1 ","2/5/15",954000,3114,2555,0,"< 1940"
"3444",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1235,10,NA,"B3"," 177 NEW YORK AVENUE                       ",11216,2,0,2,1899,1," B3 ","2/17/15",725000,5277,4800,0,"< 1940"
"3445",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1237,42,NA,"S2"," 200 ALBANY AVENUE                         ",11213,2,1,3,1910,1," S2 ","8/6/15",450000,4096,1600,0,"< 1940"
"3446",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1237,78,NA,"B9"," 1107 PARK PLACE                           ",11213,2,0,2,1901,1," B9 ","7/6/15",1750000,2784,3000,0,"< 1940"
"3447",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1237,81,NA,"B9"," 1101 PARK PL                              ",11213,2,0,2,1901,1," B9 ","12/15/15",350000,2844,3000,1,"< 1940"
"3448",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1241,47,NA,"B3"," 925 STERLING PLACE                        ",11216,2,0,2,1899,1," B3 ","9/24/15",1850000,3156,2000,0,"< 1940"
"3449",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1241,75,NA,"B9"," 867 STERLING PLACE                        ",11216,2,0,2,1899,1," B9 ","10/15/15",1155000,2538,1800,0,"< 1940"
"3450",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1241,76,NA,"B2"," 865 STERLING PL                           ",11216,2,0,2,1903,1," B2 ","5/20/15",1300000,2538,1800,0,"< 1940"
"3451",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1241,76,NA,"B2"," 865 STERLING PLACE                        ",11216,2,0,2,1903,1," B2 ","4/28/15",850000,2538,1800,1,"< 1940"
"3452",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1244,18,NA,"B1"," 14 HAMPTON PLACE                          ",11213,2,0,2,1899,1," B1 ","6/10/15",1475000,3290,1674,1,"< 1940"
"3453",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1245,81,NA,"B1"," 639 SAINT JOHNS PLACE                     ",11216,2,0,2,1899,1," B1 ","2/5/15",1190000,1296,1040,0,"< 1940"
"3454",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1245,84,NA,"B3"," 633 ST JOHNS PLACE                        ",11216,2,0,2,1899,1," B3 ","7/28/15",1860000,2082,1073,1,"< 1940"
"3455",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1250,124,NA,"B9"," 1062 STERLING PLACE                       ",11213,2,0,2,1915,1," B9 ","7/22/15",1513000,3200,2465,1,"< 1940"
"3456",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1252,33,NA,"B9"," 19 ST FRANCIS PLACE                       ",11216,2,0,2,1910,1," B9 ","4/27/15",1250000,3232,1810,0,"< 1940"
"3457",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1254,30,NA,"B9"," 816 SAINT JOHNS PLACE                     ",11216,2,0,2,1915,1," B9 ","3/2/15",775000,2280,2300,0,"< 1940"
"3458",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,8,NA,"S2"," 854 ST. JOHNS PLACE                       ",11216,2,1,3,1901,1," S2 ","3/16/15",999975,2808,1629,0,"< 1940"
"3459",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,19,NA,"B9"," 878 ST. JOHN'S PLACE                      ",11216,2,0,2,1901,1," B9 ","3/3/15",1100000,2760,2555,1,"< 1940"
"3460",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,23,NA,"B9"," 888 ST JOHNS PLACE                        ",11216,2,0,2,1901,1," B9 ","9/1/15",1275000,3380,2555,0,"< 1940"
"3461",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,61,NA,"B9"," 831 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","10/26/15",1725000,3410,2555,1,"< 1940"
"3462",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,61,NA,"B9"," 831 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","2/27/15",1e+06,3410,2555,0,"< 1940"
"3463",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1255,66,NA,"B9"," 819 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","8/20/15",1810000,2910,2555,0,"< 1940"
"3464",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1256,28,NA,"B9"," 994 ST JOHNS PLACE                        ",11213,2,0,2,1915,1," B9 ","10/30/15",1260000,2100,2412,1,"< 1940"
"3465",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1256,44,NA,"B9"," 937 LINCOLN PLACE                         ",11213,2,0,2,1905,1," B9 ","6/22/15",1640000,3636,2040,0,"< 1940"
"3466",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1256,47,NA,"B9"," 931 LINCOLN PLACE                         ",11213,2,0,2,1905,1," B9 ","6/10/15",450000,3228,2023,0,"< 1940"
"3467",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1256,59,NA,"B9"," 905 LINCOLN PLACE                         ",11213,2,0,2,1905,1," B9 ","5/11/15",1700000,3418,2040,0,"< 1940"
"3468",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1258,67,NA,"B1"," 1061 LINCOLN PLACE                        ",11213,2,0,2,1901,1," B1 ","9/3/15",775000,2096,2000,0,"< 1940"
"3469",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1262,31,NA,"B9"," 852 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","12/2/15",1650000,3294,1700,1,"< 1940"
"3470",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1262,31,NA,"B9"," 852 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","7/29/15",450000,3294,1700,0,"< 1940"
"3471",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1262,33,NA,"B9"," 858 LINCOLN PLACE                         ",11216,2,0,2,1901,1," B9 ","9/21/15",1250000,2700,1700,0,"< 1940"
"3472",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1262,57,NA,"B9"," 575 EASTERN PARKWAY                       ",11216,2,0,2,1901,1," B9 ","3/27/15",3e+05,3294,2137,0,"< 1940"
"3473",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1263,27,NA,"B9"," 924 LINCOLN PLACE                         ",11213,2,0,2,1910,1," B9 ","6/12/15",1625000,3432,1840,0,"< 1940"
"3474",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1265,72,NA,"B9"," 809 EASTERN PARKWAY                       ",11213,2,0,2,1905,1," B9 ","10/28/15",1150000,3000,2412,0,"< 1940"
"3475",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1269,27,NA,"B9"," 592 EASTERN PARKWAY                       ",11225,2,0,2,1899,1," B9 ","6/26/15",2e+05,2928,1995,1,"< 1940"
"3476",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1269,38,NA,"S2"," 614 EASTERN PARKWAY                       ",11225,2,1,3,1899,1," S2 ","8/17/15",1350000,2820,1890,0,"< 1940"
"3477",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1270,4,NA,"S2"," 307 NEW YORK AVENUE                       ",11213,2,1,3,1930,1," S2 ","5/26/15",1050000,3135,1900,0,"< 1940"
"3478",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1270,29,NA,"B9"," 678 EASTERN PARKWAY                       ",11213,2,0,2,1901,1," B9 ","9/2/15",725000,4080,2171,0,"< 1940"
"3479",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1270,62,NA,"B1"," 1363 UNION STREET                         ",11213,2,0,2,1901,1," B1 ","3/30/15",1050000,2164,1750,0,"< 1940"
"3480",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1273,70,NA,"B9"," 1017 PRESIDENT                            ",11225,2,0,2,1920,1," B9 ","3/18/15",417600,2640,3275,0,"< 1940"
"3481",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1275,13,NA,"B3"," 1160 UNION STREET                         ",11225,2,0,2,1915,1," B3 ","7/1/15",450000,2706,1755,0,"< 1940"
"3482",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1275,13,NA,"B3"," 1160 UNION STREET                         ",11225,2,0,2,1915,1," B3 ","5/7/15",1e+05,2706,1755,0,"< 1940"
"3483",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1276,64,NA,"B9"," 1223 PRESIDENT STREET                     ",11225,2,0,2,1935,1," B9 ","2/4/15",910000,2218,3194,0,"< 1940"
"3484",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1279,36,NA,"B9"," 1498 UNION STREET                         ",11213,2,0,2,1899,1," B9 ","11/3/15",998200,2088,2000,0,"< 1940"
"3485",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1283,55,NA,"B9"," 1207 CARROLL STREET                       ",11225,2,0,2,1901,1," B9 ","8/25/15",1350000,2760,3074,0,"< 1940"
"3486",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1290,24,NA,"B9"," 1218 CARROLL STREET                       ",11225,2,0,2,1901,1," B9 ","11/20/15",1175000,4986,3194,0,"< 1940"
"3487",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1293,35,NA,"B9"," 1448 CARROLL STREET                       ",11213,2,0,2,1910,1," B9 ","8/11/15",2e+05,2864,2811,0,"< 1940"
"3488",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1298,50,NA,"B1"," 571 MONTGOMERY STREET                     ",11225,2,0,2,1925,1," B1 ","5/11/15",1140000,2712,3385,0,"< 1940"
"3489",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1299,53,NA,"B1"," 641 MONTGOMERY STREET                     ",11225,2,0,2,1925,1," B1 ","3/27/15",7e+05,3400,5110,0,"< 1940"
"3490",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1300,75,NA,"B1"," 687 MONTGOMERY STREET                     ",11213,2,0,2,1920,1," B1 ","2/25/15",1200000,2000,3194,0,"< 1940"
"3491",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1304,85,NA,"B1"," 175 SULLIVAN PLACE                        ",11225,2,0,2,1925,1," B1 ","8/5/15",885000,2320,1993,1,"< 1940"
"3492",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1308,24,NA,"B1"," 262 SULLIVAN PL                           ",11225,2,0,2,1920,1," B1 ","2/18/15",997000,2424,2450,1,"< 1940"
"3493",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1311,30,NA,"B1"," 638 MONTGOMERY STREET                     ",11225,2,0,2,1920,1," B1 ","6/23/15",1550000,2922,3194,0,"< 1940"
"3494",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1312,12,NA,"B1"," 676 MONTGOMERY STREET                     ",11213,2,0,2,1920,1," B1 ","2/18/15",930000,2760,3006,0,"< 1940"
"3495",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1312,26,NA,"B1"," 716 MONTGOMERY STREET                     ",11213,2,0,2,1920,1," B1 ","11/5/15",7e+05,2720,2966,0,"< 1940"
"3496",3,"CROWN HEIGHTS            ","02  TWO FAMILY DWELLINGS","1",1334,43,NA,"B1"," 1635 PACIFIC STREET                       ",11213,2,0,2,2004,1," B1 ","4/29/15",245000,2550,1700,0,"> 1979"
