"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","zip.code","residential.units","commercial.units","total.units","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price","gross.square.feet","land.square.feet","furnished.at.time.of.sale","year_group"
"1",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6360,22,NA,"A5"," 8647 15TH AVENUE                          ",11228,1,0,1,1930,1," A5 ","3/31/15",758000,1428,1547,1,"< 1940"
"2",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6361,17,NA,"A5"," 55 BAY 10TH   STREET                      ",11228,1,0,1,1930,1," A5 ","6/15/15",778000,1660,1933,1,"< 1940"
"3",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6372,48,NA,"S1"," 1906 86TH   STREET                        ",11214,1,1,2,1931,1," S1 ","5/29/15",1365000,2090,1900,1,"< 1940"
"4",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6373,73,NA,"A1"," 50 BAY 23RD STREET                        ",11214,1,0,1,1930,1," A1 ","12/17/15",750000,1672,2417,1,"< 1940"
"5",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6374,49,NA,"S1"," 1964 86TH   STREET                        ",11214,1,1,2,1925,1," S1 ","5/6/15",1470000,2112,1725,1,"< 1940"
"6",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6374,51,NA,"S1"," 1970 86TH   STREET                        ",11214,1,1,2,1931,1," S1 ","4/30/15",1790000,2112,1725,1,"< 1940"
"7",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6398,39,NA,"A1"," 1638 BENSON AVENUE                        ",11214,1,0,1,1925,1," A1 ","7/24/15",820000,1825,3625,1,"< 1940"
"8",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6432,52,NA,"S1"," 8804 17TH AVENUE                          ",11214,1,1,2,1920,1," S1 ","12/7/15",1192000,2288,3394,1,"< 1940"
"9",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6440,35,NA,"S1"," 1942 BATH AVENUE                          ",11214,1,1,2,1910,1," S1 ","8/24/15",895000,1980,2013,1,"< 1940"
"10",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6442,34,NA,"S1"," 2018 BATH AVENUE                          ",11214,1,1,2,1925,1," S1 ","9/14/15",745000,1596,1198,0,"< 1940"
"11",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6460,69,NA,"A2"," 310 BAY 10TH STREET                       ",11228,1,0,1,1935,1," A2 ","10/8/15",855000,1399,3867,1,"< 1940"
"12",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6460,214,NA,"A5"," 8870 16TH AVENUE                          ",11214,1,0,1,1950,1," A5 ","11/2/15",620000,992,1760,1,"1940 - 1979"
"13",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6460,242,NA,"A5"," 1592 INDEPENDENCE AVENUE                  ",11228,1,0,1,1950,1," A5 ","10/21/15",750000,992,1844,1,"1940 - 1979"
"14",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6461,93,NA,"A5"," 277 BAY 14 STREET                         ",11214,1,0,1,1930,1," A5 ","11/20/15",762000,1204,1795,1,"< 1940"
"15",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6461,129,NA,"A5"," 308 BAY 14TH STREET                       ",11214,1,0,1,1950,1," A5 ","4/24/15",650000,992,1511,1,"1940 - 1979"
"16",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6462,22,NA,"S1"," 8836 BAY 16TH STREET                      ",11214,1,1,2,1960,1," S1 ","8/11/15",860000,2982,1865,1,"1940 - 1979"
"17",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6464,113,NA,"A9"," 287 BAY 20TH                              ",11214,1,0,1,1940,1," A9 ","6/23/15",675000,1320,1551,0,"1940 - 1979"
"18",3,"BATH BEACH               ","01  ONE FAMILY DWELLINGS","1",6466,93,NA,"A5"," 241 BAY 23RD STREET                       ",11214,1,0,1,1945,1," A5 ","3/4/15",610000,1120,1783,1,"1940 - 1979"
"19",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5763,20,NA,"A5"," 832 67TH   STREET                         ",11220,1,0,1,1935,1," A5 ","9/29/15",980000,1905,2000,1,"< 1940"
"20",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5839,2,NA,"A9"," 153 67TH   STREET                         ",11220,1,0,1,1925,1," A9 ","3/5/15",790000,1914,2442,0,"< 1940"
"21",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5848,128,NA,"A4"," 154 67TH STREET                           ",11220,1,0,1,1899,1," A4 ","3/10/15",1140000,1672,1667,1,"< 1940"
"22",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5856,135,NA,"A5"," 559 68TH   STREET                         ",11220,1,0,1,1915,1," A5 ","5/4/15",725000,1700,1620,0,"< 1940"
"23",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5860,98,NA,"A5"," 6806 BLISS TERRACE                        ",11220,1,0,1,1925,1," A5 ","11/24/15",729000,1254,1575,1,"< 1940"
"24",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5864,64,NA,"S1"," 449 BAY RIDGE AVENUE                      ",11220,1,1,2,1931,1," S1 ","11/16/15",5e+05,2500,1900,0,"< 1940"
"25",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5865,68,NA,"A5"," 6816 VISTA PLACE                          ",11220,1,0,1,1920,1," A5 ","12/30/15",828000,1248,1600,0,"< 1940"
"26",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5871,3,NA,"A4"," 6935 RIDGE BOULEVARD                      ",11209,1,0,1,1899,1," A4 ","8/5/15",1070000,1916,1800,1,"< 1940"
"27",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5871,107,NA,"A5"," 21 BAY RIDGE PLACE                        ",11209,1,0,1,1920,1," A5 ","10/21/15",899000,1400,1963,1,"< 1940"
"28",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5871,108,NA,"A5"," 23 BAY RIDGE PLACE                        ",11209,1,0,1,1920,1," A5 ","4/16/15",785000,1400,1900,1,"< 1940"
"29",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5874,26,NA,"A9"," 540 BAY RIDGE AVENUE                      ",11220,1,0,1,1920,1," A9 ","9/2/15",616000,1216,1948,1,"< 1940"
"30",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5877,37,NA,"A5"," 872 BAY RIDGE AVENUE                      ",11220,1,0,1,1940,1," A5 ","9/22/15",835000,1831,1800,1,"1940 - 1979"
"31",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5884,8,NA,"A5"," 44 MACKAY PLACE                           ",11209,1,0,1,1930,1," A5 ","12/7/15",775000,1216,1161,1,"< 1940"
"32",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5884,18,NA,"A5"," 64 MACKAY PLACE                           ",11209,1,0,1,1930,1," A5 ","6/9/15",709000,1024,1201,1,"< 1940"
"33",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5885,30,NA,"A5"," 7020 RIDGECREST TERRACE                   ",11209,1,0,1,1925,1," A5 ","11/4/15",740000,1938,1983,1,"< 1940"
"34",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5885,81,NA,"A5"," 7036 PERRY TERRACE                        ",11209,1,0,1,1925,1," A5 ","11/16/15",972500,1938,2000,0,"< 1940"
"35",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5885,100,NA,"A5"," 7005 PERRY TERRACE                        ",11209,1,0,1,1925,1," A5 ","4/28/15",790000,1938,1917,1,"< 1940"
"36",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5891,92,NA,"A5"," 7108 BENNETT COURT                        ",11209,1,0,1,1925,1," A5 ","5/4/15",960000,1232,1625,1,"< 1940"
"37",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5896,24,NA,"A5"," 844 70TH   STREET                         ",11228,1,0,1,1905,1," A5 ","9/10/15",9e+05,1650,2000,1,"< 1940"
"38",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5896,31,NA,"A5"," 860 70TH   STREET                         ",11228,1,0,1,1905,1," A5 ","8/28/15",965000,1650,2000,1,"< 1940"
"39",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5900,13,NA,"A5"," 7116 8 AVENUE                             ",11228,1,0,1,1925,1," A5 ","12/7/15",835000,1024,929,1,"< 1940"
"40",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5901,39,NA,"A5"," 880 71ST STREET                           ",11228,1,0,1,1925,1," A5 ","8/6/15",790880,1294,1700,1,"< 1940"
"41",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5904,151,NA,"A5"," 46A 72ND STREET                           ",11209,1,0,1,1945,1," A5 ","3/16/15",750000,1150,1500,1,"1940 - 1979"
"42",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5905,53,NA,"A5"," 107A 73RD   STREET                        ",11209,1,0,1,1925,1," A5 ","7/20/15",799000,1400,1352,1,"< 1940"
"43",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5907,67,NA,"A1"," 231 73 STREET                             ",11209,1,0,1,1910,1," A1 ","3/27/15",1060000,2250,4500,1,"< 1940"
"44",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5915,75,NA,"A1"," 39 74TH   STREET                          ",11209,1,0,1,1901,1," A1 ","11/9/15",1825000,2214,4000,1,"< 1940"
"45",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5916,9,NA,"A5"," 132 73RD STREET                           ",11209,1,0,1,1925,1," A5 ","7/28/15",875000,1140,1967,1,"< 1940"
"46",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5919,52,NA,"A5"," 463 74TH   STREET                         ",11209,1,0,1,1925,1," A5 ","12/29/15",875000,1332,1717,1,"< 1940"
"47",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5921,24,NA,"A1"," 640 73RD STREET                           ",11209,1,0,1,1920,1," A1 ","4/29/15",609000,1194,2000,1,"< 1940"
"48",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5926,52,NA,"A5"," 77 BAY RIDGE PARKWAY                      ",11209,1,0,1,1920,1," A5 ","6/19/15",1295000,2068,2350,1,"< 1940"
"49",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5926,65,NA,"A5"," 51 BAY RIDGE PARKWAY                      ",11209,1,0,1,1920,1," A5 ","5/21/15",1145000,1692,2350,0,"< 1940"
"50",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5930,12,NA,"S1"," 424 74TH STREET                           ",11209,1,1,2,1899,1," S1 ","1/11/16",1340000,2640,1573,1,"< 1940"
"51",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5930,14,NA,"A4"," 428 74TH   STREET                         ",11209,1,0,1,1899,1," A4 ","9/22/15",1350000,2640,1607,1,"< 1940"
"52",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5930,29,NA,"A4"," 464 74TH   STREET                         ",11209,1,0,1,1899,1," A4 ","7/9/15",1300000,1760,1933,1,"< 1940"
"53",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5932,65,NA,"A5"," 651 BAY RIDGE PARKWAY                     ",11209,1,0,1,1925,1," A5 ","7/13/15",969000,1768,2000,1,"< 1940"
"54",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5936,14,NA,"A1"," 7525 SHORE ROAD                           ",11209,1,0,1,1915,1," A1 ","10/8/15",1600000,1996,5048,1,"< 1940"
"55",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5939,16,NA,"S1"," 222 BAY RIDGE PARKWAY                     ",11209,1,1,2,1935,1," S1 ","9/16/15",1175000,1836,1753,1,"< 1940"
"56",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5941,28,NA,"S1"," 452 BAY RIDGE PARKWAY                     ",11209,1,1,2,1910,1," S1 ","3/5/15",775000,2658,2000,1,"< 1940"
"57",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5942,60,NA,"A4"," 571 76TH   STREET                         ",11209,1,0,1,1905,1," A4 ","3/31/15",835000,1720,2000,1,"< 1940"
"58",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5943,67,NA,"A4"," 641 76TH   STREET                         ",11209,1,0,1,1901,1," A4 ","4/30/15",516950,2172,2000,1,"< 1940"
"59",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5949,74,NA,"A1"," 221 77TH STREET                           ",11209,1,0,1,1899,1," A1 ","7/8/15",1850000,3560,6560,1,"< 1940"
"60",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5950,71,NA,"A1"," 339 77TH   STREET                         ",11209,1,0,1,1905,1," A1 ","12/10/15",960000,1685,3280,1,"< 1940"
"61",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5952,36,NA,"A5"," 7608 6 AVENUE                             ",11209,1,0,1,1925,1," A5 ","12/14/15",6e+05,2286,2958,0,"< 1940"
"62",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5952,67,NA,"A5"," 525 77TH STREET                           ",11209,1,0,1,1920,1," A5 ","5/12/15",525000,1596,1950,1,"< 1940"
"63",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5953,79,NA,"A5"," 635 77TH   STREET                         ",11209,1,0,1,1920,1," A5 ","8/27/15",980000,1666,2100,1,"< 1940"
"64",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5957,33,NA,"A5"," 86 77TH STREET                            ",11209,1,0,1,1925,1," A5 ","7/22/15",1150000,1700,2624,1,"< 1940"
"65",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5958,14,NA,"A9"," 120 77TH STREET                           ",11209,1,0,1,1925,1," A9 ","7/9/15",885000,1376,2296,1,"< 1940"
"66",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5958,64,NA,"A5"," 139 78TH STREET                           ",11209,1,0,1,1925,1," A5 ","9/24/15",1200000,1895,3280,1,"< 1940"
"67",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5962,27,NA,"A5"," 546 77TH   STREET                         ",11209,1,0,1,1920,1," A5 ","7/14/15",645000,1480,2000,1,"< 1940"
"68",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5962,30,NA,"A5"," 552 77TH STREET                           ",11209,1,0,1,1920,1," A5 ","6/3/15",260000,1480,2000,1,"< 1940"
"69",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5963,16,NA,"A5"," 626 77TH STREET                           ",11209,1,0,1,1899,1," A5 ","12/14/15",915000,1680,2000,1,"< 1940"
"70",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5969,30,NA,"A5"," 354 78TH   STREET                         ",11209,1,0,1,1925,1," A5 ","5/28/15",6e+05,1320,2187,1,"< 1940"
"71",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5969,33,NA,"A5"," 360 78 STREET                             ",11209,1,0,1,1925,1," A5 ","9/18/15",980000,1320,2187,1,"< 1940"
"72",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5969,37,NA,"A5"," 372 78TH STREET                           ",11209,1,0,1,1925,1," A5 ","3/2/15",765000,1320,3280,1,"< 1940"
"73",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5970,61,NA,"A9"," 461 79TH STREET                           ",11209,1,0,1,1925,1," A9 ","8/18/15",860000,1684,2250,1,"< 1940"
"74",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5970,78,NA,"A9"," 421 79TH   STREET                         ",11209,1,0,1,1925,1," A9 ","12/11/15",932500,1620,1950,1,"< 1940"
"75",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5975,88,NA,"A3"," 8009 HARBOR VIEW TERRACE                  ",11209,1,0,1,1925,1," A3 ","1/4/16",2350000,3110,4200,1,"< 1940"
"76",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5976,9,NA,"A1"," 7913 NARROWS AVENUE                       ",11209,1,0,1,1930,1," A1 ","8/10/15",1100000,1504,2622,1,"< 1940"
"77",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5977,14,NA,"A9"," 140 79TH   STREET                         ",11209,1,0,1,1925,1," A9 ","6/3/15",1025000,1344,2305,0,"< 1940"
"78",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5977,22,NA,"A9"," 154 79TH   STREET                         ",11209,1,0,1,1925,1," A9 ","12/14/15",425000,1960,2305,1,"< 1940"
"79",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5977,36,NA,"A9"," 184 79TH STREET                           ",11209,1,0,1,1920,1," A9 ","9/28/15",920000,1408,2296,1,"< 1940"
"80",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5979,59,NA,"A1"," 359 80TH STREET                           ",11209,1,0,1,1925,1," A1 ","12/2/15",955000,2040,2387,1,"< 1940"
"81",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5980,65,NA,"A1"," 451 80TH STREET                           ",11209,1,0,1,1925,1," A1 ","9/16/15",980000,1634,3500,0,"< 1940"
"82",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5980,75,NA,"A5"," 431 80TH STREET                           ",11209,1,0,1,1925,1," A5 ","2/24/15",787000,1760,2000,1,"< 1940"
"83",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5982,59,NA,"A5"," 621 80TH STREET                           ",11209,1,0,1,1915,1," A5 ","4/28/15",8e+05,2010,2000,1,"< 1940"
"84",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5985,22,NA,"A1"," 92 80TH STREET                            ",11209,1,0,1,1925,1," A1 ","11/6/15",1350000,1824,2952,1,"< 1940"
"85",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5986,12,NA,"A1"," 142 80 STREET                             ",11209,1,0,1,1920,1," A1 ","9/17/15",1955000,2549,3644,1,"< 1940"
"86",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5988,55,NA,"A5"," 365 81ST   STREET                         ",11209,1,0,1,1910,1," A5 ","9/29/15",7e+05,1280,2187,0,"< 1940"
"87",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5989,70,NA,"A5"," 437 81ST STREET                           ",11209,1,0,1,1905,1," A5 ","7/17/15",1080000,2530,2000,1,"< 1940"
"88",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",5994,45,NA,"A3"," 8120 COLONIAL ROAD                        ",11209,1,0,1,1920,1," A3 ","4/16/15",2150000,3133,5467,1,"< 1940"
"89",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6003,37,NA,"A3"," 8205 SHORE ROAD                           ",11209,1,0,1,1950,1," A3 ","3/30/15",4400000,5621,13300,0,"1940 - 1979"
"90",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6004,32,NA,"A1"," 102 82ND   STREET                         ",11209,1,0,1,1925,1," A1 ","7/30/15",1125000,1588,4000,1,"< 1940"
"91",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6015,52,NA,"A1"," 161 84TH   STREET                         ",11209,1,0,1,1905,1," A1 ","1/5/16",2275000,2879,4000,1,"< 1940"
"92",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6017,11,NA,"A5"," 312 83RD   STREET                         ",11209,1,0,1,1915,1," A5 ","9/8/15",830000,1456,2100,1,"< 1940"
"93",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6017,62,NA,"A5"," 339 84TH STREET                           ",11209,1,0,1,1920,1," A5 ","9/2/15",865000,1626,2100,1,"< 1940"
"94",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6020,49,NA,"A5"," 659 84TH   STREET                         ",11228,1,0,1,1925,1," A5 ","11/20/15",940000,1703,2000,1,"< 1940"
"95",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6023,5,NA,"A1"," 8411 COLONIAL ROAD                        ",11209,1,0,1,1925,1," A1 ","6/16/15",1180000,1752,3550,1,"< 1940"
"96",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6023,55,NA,"A1"," 157 85TH STREET                           ",11209,1,0,1,1925,1," A1 ","11/5/15",2100000,2208,5000,1,"< 1940"
"97",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6023,58,NA,"A3"," 147 85TH   STREET                         ",11209,1,0,1,1910,1," A3 ","9/25/15",2900000,4518,9267,1,"< 1940"
"98",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6031,59,NA,"A5"," 67 86TH   STREET                          ",11209,1,0,1,1920,1," A5 ","10/5/15",1425000,3034,3864,0,"< 1940"
"99",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6031,64,NA,"A5"," 53 86TH STREET                            ",11209,1,0,1,1920,1," A5 ","9/25/15",1250000,3034,3864,1,"< 1940"
"100",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6035,35,NA,"A5"," 468 85TH ST                               ",11209,1,0,1,1925,1," A5 ","3/9/15",8e+05,2516,2133,1,"< 1940"
"101",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6037,61,NA,"S1"," 717 86 STREET                             ",11228,1,1,2,1923,1," S1 ","5/15/15",825000,1596,1514,1,"< 1940"
"102",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6037,63,NA,"S1"," 711 86TH STREET                           ",11228,1,1,2,1923,1," S1 ","3/9/15",825000,1596,1156,1,"< 1940"
"103",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6044,63,NA,"A5"," 337 87TH   STREET                         ",11209,1,0,1,1925,1," A5 ","11/10/15",807500,2040,2000,1,"< 1940"
"104",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6046,19,NA,"A3"," 66 87TH STREET                            ",11209,1,0,1,1925,1," A3 ","9/21/15",3100000,4267,5000,1,"< 1940"
"105",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6046,43,NA,"A9"," 81 88TH   STREET                          ",11209,1,0,1,1930,1," A9 ","10/5/15",1070000,2066,2500,1,"< 1940"
"106",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6046,61,NA,"A9"," 37 88TH   STREET                          ",11209,1,0,1,1925,1," A9 ","8/11/15",970000,1520,2100,1,"< 1940"
"107",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6048,24,NA,"A5"," 256 87TH   STREET                         ",11209,1,0,1,1940,1," A5 ","9/2/15",875000,1505,3000,0,"1940 - 1979"
"108",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6048,25,NA,"A5"," 260 87TH STREET                           ",11209,1,0,1,1940,1," A5 ","12/22/15",840000,1440,2000,1,"1940 - 1979"
"109",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6053,37,NA,"A5"," 34 GATLING PLACE                          ",11209,1,0,1,1925,1," A5 ","10/15/15",570000,943,1384,1,"< 1940"
"110",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6059,53,NA,"A5"," 53 89 STREET                              ",11209,1,0,1,1925,1," A5 ","3/13/15",815500,1312,2025,0,"< 1940"
"111",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6059,56,NA,"A5"," 45 89TH   STREET                          ",11209,1,0,1,1925,1," A5 ","10/2/15",975000,1312,2025,1,"< 1940"
"112",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6063,26,NA,"A5"," 248 89TH   STREET                         ",11209,1,0,1,1925,1," A5 ","3/25/15",820000,1440,2000,1,"< 1940"
"113",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6069,28,NA,"A5"," 46 GATLING PLACE                          ",11209,1,0,1,1940,1," A5 ","5/29/15",857000,1749,1601,1,"1940 - 1979"
"114",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6078,42,NA,"A1"," 44 89TH STREET                            ",11209,1,0,1,1925,1," A1 ","2/26/15",930000,1650,2400,1,"< 1940"
"115",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6078,47,NA,"A5"," 8909 SHORE COURT                          ",11209,1,0,1,1925,1," A5 ","9/1/15",980000,1761,1650,1,"< 1940"
"116",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6080,2,NA,"A9"," 9021 RIDGE BOULEVARD                      ",11209,1,0,1,1925,1," A9 ","12/3/15",905000,1248,1900,1,"< 1940"
"117",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6084,28,NA,"A1"," 154 91ST   STREET                         ",11209,1,0,1,1925,1," A1 ","1/8/16",1250000,1408,2500,1,"< 1940"
"118",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6085,51,NA,"A5"," 265 92ND STREET                           ",11209,1,0,1,1925,1," A5 ","9/10/15",930000,2255,2000,1,"< 1940"
"119",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6092,42,NA,"A9"," 641 92ND STREET                           ",11228,1,0,1,1899,1," A9 ","8/4/15",7e+05,1040,1012,1,"< 1940"
"120",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6102,57,NA,"A5"," 249 93RD STREET                           ",11209,1,0,1,1920,1," A5 ","7/9/15",1077500,1600,2500,1,"< 1940"
"121",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6105,33,NA,"A1"," 9314 RIDGE BOULEVARD                      ",11209,1,0,1,1925,1," A1 ","6/23/15",1700000,2520,5000,1,"< 1940"
"122",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6106,13,NA,"A1"," 218 93RD STREET                           ",11209,1,0,1,1925,1," A1 ","8/11/15",999000,1990,2500,1,"< 1940"
"123",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6107,58,NA,"A5"," 331 94TH   STREET                         ",11209,1,0,1,1925,1," A5 ","12/15/15",7e+05,1088,1072,0,"< 1940"
"124",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6110,47,NA,"A5"," 9316 FORT HAMILTON PARKWA                 ",11209,1,0,1,1935,1," A5 ","6/1/15",760000,1284,1938,1,"< 1940"
"125",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6110,60,NA,"A5"," 545 94TH STREET                           ",11209,1,0,1,1901,1," A5 ","5/11/15",680000,1080,1800,0,"< 1940"
"126",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6113,57,NA,"A5"," 221 95TH STREET                           ",11209,1,0,1,1925,1," A5 ","2/19/15",752000,1216,1900,1,"< 1940"
"127",3,"BAY RIDGE                ","01  ONE FAMILY DWELLINGS","1",6116,54,NA,"A1"," 211 96TH ST                               ",11209,1,0,1,1925,1," A1 ","12/21/15",1100000,1632,2500,1,"< 1940"
